"id","programName","programDescription","programType","targetRace","workoutDay","workoutTitle","sessionType","garminSport","exerciseName","exerciseDetails","garminExerciseCategory","garminExerciseName","weightKg","restSeconds","sets","reps","runType","runDistance","runPaceZone","runDescription","runEffortLevel","noIntervals"
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","14","Recovery","run","RUNNING","","","","","","","","","recovery","8.6","recovery","55 min easy walk/hike.","2",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","15","Treadmill Incline Session","run","RUNNING","","","","","","","","","easy","2.5","easy","15 min easy warm-up","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","15","Treadmill Incline Session","run","RUNNING","","","","","","","","","intervals","0.9","interval","4 min at VO2/interval effort at 7% incline","8","6"
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","15","Treadmill Incline Session","run","RUNNING","","","","","","","","","recovery","0.4","recovery","Easy jog / walk recovery between reps","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","15","Treadmill Incline Session","run","RUNNING","","","","","","","","","easy","1.7","easy","10 min easy cool-down","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","15","Lower Body Strength","strength","STRENGTH_TRAINING","Front squat","4×4 | RPE 8","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","15","Lower Body Strength","strength","STRENGTH_TRAINING","Single-leg RDL","3×6 ea | RPE 7-8","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","15","Lower Body Strength","strength","STRENGTH_TRAINING","Heavy walking lunge","3×10 ea | RPE 8","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","15","Lower Body Strength","strength","STRENGTH_TRAINING","Nordic hamstring curl","3×6 | RPE 8","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","15","Lower Body Strength","strength","STRENGTH_TRAINING","Seated + standing calf raise","3×12 | RPE 7","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","16","Easy Run","run","RUNNING","","","","","","","","","easy","10.8","easy","65 min easy trail.","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","16","CrossFit Conditioning","cardio","CARDIO_TRAINING","Format","CrossFit strength-conditioning. EMOM 24 min, rotate","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","16","CrossFit Conditioning","cardio","CARDIO_TRAINING","Work 1","Min 1: 10 DB devil press (2×22.5kg)","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","16","CrossFit Conditioning","cardio","CARDIO_TRAINING","Work 2","Min 2: 12 hang power cleans (60kg)","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","16","CrossFit Conditioning","cardio","CARDIO_TRAINING","Work 3","Min 3: 15 toes-to-bar","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","16","CrossFit Conditioning","cardio","CARDIO_TRAINING","Work 4","Min 4: 14 thrusters (40kg) · Repeat ×6 blocks","","","","","","","","","","","",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","17","Threshold Run","run","RUNNING","","","","","","","","","easy","2.5","easy","15 min easy warm-up","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","17","Threshold Run","run","RUNNING","","","","","","","","","tempo","3.1","threshold","15 min at threshold effort","7","2"
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","17","Threshold Run","run","RUNNING","","","","","","","","","recovery","0.4","recovery","Easy jog / walk recovery between reps","3",""
"","Ham & Lyme 50K","16-week hybrid training plan for the Ham & Lyme First 50K trail ultra (19 Sep 2026), target finish 4:20. Polarised easy running volume, threshold work, course-specific hill and treadmill-incline sessions, and progressive long runs peaking at 4h30. Two strength sessions and two CrossFit-style conditioning sessions per week, with eccentric loading for descent resilience on the 1,052m of elevation gain.","hybrid","ultra","17","Threshold Run","run","RUNNING","","","","","","","","","easy","1.7","easy","10 min easy cool-down","3",""
